customer_id,recency,frequency,monetary
17863,59,12,5745.2
17865,31,46,26374.39
17867,30,15,1621.2800000000002
17870,2,13,3108.15
17873,80,18,6515.88
17883,3,7,995.85
17884,4,20,3072.89
17888,21,25,1820.44
17894,72,18,2453.38
17905,71,13,2383.52
17913,59,14,3479.64
17920,4,54,24516.46
17924,12,8,3536.7000000000003
17929,11,12,3082.1
17930,36,13,4275.22
17931,134,14,3437.29
17937,9,7,4301.22
17940,49,16,30393.19
17949,1,118,118628.08
17954,5,19,3966.05
17961,21,100,2995.54
17965,38,29,7240.9800000000005
17966,38,10,1974.42
17969,166,20,2369.94
17975,15,24,7028.83
18008,70,23,19787.13
18036,32,11,1563.6399999999999
18041,12,38,8752.38
18044,4,18,3505.61
18055,7,14,11195.57
18061,22,28,6488.97
18064,133,11,4495.03
18065,6,29,5866.63
18069,26,11,4540.56
18073,114,12,3877.5200000000004
18075,23,20,5783.29
18077,8,18,4338.56
18087,98,17,14761.519999999999
18092,2,18,16179.44
18094,82,13,6391.52
18097,8,11,4663.32
18102,1,145,608821.65
18109,2,38,9893.96
18116,68,13,2154.3
18118,11,29,6733.22
18139,18,6,8438.34
18144,8,19,5058.0
18145,13,11,5617.79
18168,176,16,3770.27
18170,33,9,2878.0
18172,15,52,17479.84
18177,31,9,2216.87
18178,129,11,6103.74
18179,9,8,2547.55
18180,5,6,1843.75
18188,15,6,3280.59
18198,4,17,5425.56
18210,2,7,2768.83
18219,3,17,3562.89
18223,5,26,14000.85
18225,3,26,13054.26
18226,44,26,11878.88
18229,12,28,10803.710000000001
18230,9,9,4291.06
18231,192,28,6880.97
18236,30,12,1795.3500000000001
18241,10,21,2986.9900000000002
18245,7,20,6324.9800000000005
18251,87,9,26278.86
18257,39,12,4600.15
18259,25,7,4318.200000000001
18260,173,23,9962.11
18272,3,9,4385.9800000000005
18283,4,22,2736.65
18287,43,7,4182.99
